"Line","Chapter","Subsection","Problem","Start"
"1839","Chapter 2: Solving Linear Equations ","Inverse Matrices","39","(Recommended) A is a 4 by 4 matrix with 1 's on the diagonal and -$a$, -$b$, -$c$ on the diagonal above. Find $A^{-1}$ for this bidiagonal matrix."
"1841","Chapter 2: Solving Linear Equations ","Inverse Matrices","40","Suppose $E_1, E_2, E_3$ are 4 by 4 identity matrices, except $E_1$ has $a,b,c$ in column 1 and $E_2$ has $d,e$ in column 2 and $E_3$ has $f$ in column 3 (below the 1's). Multiply $..."
"1844","Chapter 2: Solving Linear Equations ","Inverse Matrices","41","Second difference matrices have beautiful inverses if they start with $T_{11} = 1$ (instead of $K_{11} = 2$). Here is the 3 by 3 tridiagonal matrix $T$ and its inverse:"
"1860","Chapter 2: Solving Linear Equations ","Inverse Matrices","42","Here are two more difference matrices, both important. \textbf{But are they invertible?}"
"1877","Chapter 2: Solving Linear Equations ","Inverse Matrices","43","Elimination for a block matrix: When you multiply the first block row $[A\ B]$ by $C A^{-1}$ and subtract from the second row $[C\ D]$, the ``Schur complement'' $S$ appears:"
"1927","Chapter 2: Solving Linear Equations ","Inverse Matrices","44","How does the identity $A(I + BA) = (I + AB)A$ connect the inverses of $I + BA$ and $I + AB$? Those are both invertible or both singular: not obvious."
"1932","Chapter 2: Solving Linear Equations ","Elimination = Factorization: $A=LU$","1","(Important) Forward elimination changes $\begin{bmatrix}1 & \frac12 \\ 0 & 1\end{bmatrix}\boldsymbol{x} = \boldsymbol{b}$ to a triangular $\begin{bmatrix}1 & \frac12 \\ 0 & 1\end{b..."
"1950","Chapter 2: Solving Linear Equations ","Elimination = Factorization: $A=LU$","2","Write down the 2 by 2 triangular systems $L\boldsymbol{c} = \boldsymbol{b}$ and $U\boldsymbol{x} = \boldsymbol{c}$ from Problem 1. Check that $\boldsymbol{c} = (5,2)$ solves the fi..."
"1952","Chapter 2: Solving Linear Equations ","Elimination = Factorization: $A=LU$","3","(Move to 3 by 3) Forward elimination changes $A\boldsymbol{x} = \boldsymbol{b}$ to a triangular $U\boldsymbol{x} = \boldsymbol{c}$:"
"1976","Chapter 2: Solving Linear Equations ","Elimination = Factorization: $A=LU$","4","What are the 3 by 3 triangular systems $L\boldsymbol{c} = \boldsymbol{b}$ and $U\boldsymbol{x} = \boldsymbol{c}$ from Problem 3? Check that $\boldsymbol{c} = (5,2,2)$ solves the fi..."
"1978","Chapter 2: Solving Linear Equations ","Elimination = Factorization: $A=LU$","5","What matrix $E$ puts $A$ into triangular form $EA = U$? Multiply by $E^{-1} = L$ to factor $A$ into $LU$:"
"1987","Chapter 2: Solving Linear Equations ","Elimination = Factorization: $A=LU$","6","What two elimination matrices $E_{21}$ and $E_{32}$ put $A$ into upper triangular form $E_{32}E_{21}A = U$? Multiply by $E_{21}^{-1}$ and $E_{32}^{-1}$ to factor $A$ into $LU = E_{..."
"1996","Chapter 2: Solving Linear Equations ","Elimination = Factorization: $A=LU$","7","What three elimination matrices $E_{21}, E_{31}, E_{32}$ put $A$ into its upper triangular form $E_{32}E_{31}E_{21}A = U$? Multiply by $E_{21}^{-1}, E_{31}^{-1}, E_{32}^{-1}$ to fa..."
"2007","Chapter 2: Solving Linear Equations ","Elimination = Factorization: $A=LU$","8","This is the problem that shows how the inverses $E_{ij}^{-1}$ multiply to give $L$. You see this best when $A$ is already lower triangular with 1's on the diagonal. Then $U = I$!"
"2022","Chapter 2: Solving Linear Equations ","Elimination = Factorization: $A=LU$","9","When zero appears in a pivot position, $A = LU$ is not possible! (We are requiring nonzero zeros in $U$.) Show directly why these equations are both impossible:"
"2048","Chapter 2: Solving Linear Equations ","Elimination = Factorization: $A=LU$","10","Which number $c$ leads to zero in the second pivot position? A row exchange is needed and $A = LU$ will not be possible. Which $c$ produces zero in the third pivot position? Then a..."
"2057","Chapter 2: Solving Linear Equations ","Elimination = Factorization: $A=LU$","11","What are $L$ and $D$ (the diagonal pivot matrix) for this matrix $A$? What is $U$ in $A = LU$ and what is the new $U$ in $A = LDU$?"
"2067","Chapter 2: Solving Linear Equations ","Elimination = Factorization: $A=LU$","12","$A$ and $B$ are symmetric across the diagonal (for $4=4$). Find their triple factorizations $LDU$ and say how $U$ is related to $L$ for these symmetric matrices:"
"2081","Chapter 2: Solving Linear Equations ","Elimination = Factorization: $A=LU$","13","(Recommended) Compute $L$ and $U$ for the symmetric matrix $A$:"
"2092","Chapter 2: Solving Linear Equations ","Elimination = Factorization: $A=LU$","14","This nonsymmetric matrix will have the same $L$ as in Problem 13:"
"2107","Chapter 2: Solving Linear Equations ","Elimination = Factorization: $A=LU$","15","Solve the triangular system $L\boldsymbol{c} = \boldsymbol{b}$ to find $\boldsymbol{c}$. Then solve $U\boldsymbol{x} = \boldsymbol{c}$ to find $\boldsymbol{x}$:"
"2117","Chapter 2: Solving Linear Equations ","Elimination = Factorization: $A=LU$","16","Solve $L\boldsymbol{c} = \boldsymbol{b}$. Then solve $U\boldsymbol{x} = \boldsymbol{c}$. What was $A$?"
"2126","Chapter 2: Solving Linear Equations ","Elimination = Factorization: $A=LU$","17",""
"2140","Chapter 2: Solving Linear Equations ","Elimination = Factorization: $A=LU$","18","If $A = LDU$ and also $A = L_1 D_1 U_1$ with all factors invertible, then $L = L_1$ and $D = D_1$ and $U = U_1$. \textit{``The three factors are unique.''}\\"
"2143","Chapter 2: Solving Linear Equations ","Elimination = Factorization: $A=LU$","19","Tridiagonal matrices have zero entries except on the main diagonal and the two adjacent diagonals. Factor these into $A = LU$ and $A = LDL^T$:"
"2158","Chapter 2: Solving Linear Equations ","Elimination = Factorization: $A=LU$","20","When $A$ is tridiagonal, its $L$ and $U$ factors have only two nonzero diagonals. How would you take advantage of knowing the zeros in $T$, in a code for Gaussian elimination? Find..."
"2169","Chapter 2: Solving Linear Equations ","Elimination = Factorization: $A=LU$","21","If $A$ and $B$ have nonzeros in the positions marked by $x$, which zeros (marked by $0$) stay zero in their factors $L$ and $U$?"
"2186","Chapter 2: Solving Linear Equations ","Elimination = Factorization: $A=LU$","22","Suppose you eliminate upwards (almost unheard of). Use the last row to produce zeros in the last column (the pivot is 1). Then use the second row to produce zero above the second p..."
"2196","Chapter 2: Solving Linear Equations ","Elimination = Factorization: $A=LU$","23","Easy but important. If $A$ has pivots $5,9,3$ with no row exchanges, what are the pivots for the upper left 2 by 2 submatrix $A_2$ (without row 3 and column 3)?"
"2202","Chapter 2: Solving Linear Equations ","Elimination = Factorization: $A=LU$","24","Which invertible matrices allow $A = LU$ (elimination without row exchanges)?\\"
"2214","Chapter 2: Solving Linear Equations ","Elimination = Factorization: $A=LU$","25","For the 6 by 6 second difference constant-diagonal matrix $K$, put the pivots and multipliers into $K = LU$. ($L$ and $U$ will have only two nonzero diagonals, because $K$ has thre..."
"2228","Chapter 2: Solving Linear Equations ","Elimination = Factorization: $A=LU$","26","If you print $K^{-1}$, it doesn't look so good (6 by 6). But if you print $7K^{-1}$, that matrix looks wonderful. Write down $7K^{-1}$ by hand, following this pattern:"
"2271","Chapter 2: Solving Linear Equations ","Transposes and Permutations","1","Find $A^{\mathrm{T}}$ and $A^{-1}$ and $(A^{-1})^{\mathrm{T}}$ and $(A^{\mathrm{T}})^{-1}$ for"
"2276","Chapter 2: Solving Linear Equations ","Transposes and Permutations","2","Verify that $(AB)^{\mathrm{T}}$ equals $B^{\mathrm{T}}A^{\mathrm{T}}$ but those are different from $A^{\mathrm{T}}B^{\mathrm{T}}$:"
"2281","Chapter 2: Solving Linear Equations ","Transposes and Permutations","3",""
"2287","Chapter 2: Solving Linear Equations ","Transposes and Permutations","4","Show that $A^2 = 0$ is possible but $A^{\mathrm{T}}A = 0$ is not possible (unless $A =$ zero matrix)."
"2289","Chapter 2: Solving Linear Equations ","Transposes and Permutations","5",""
"2301","Chapter 2: Solving Linear Equations ","Transposes and Permutations","6","The transpose of a block matrix $M = \begin{bmatrix}A & B \\ C & D\end{bmatrix}$ is $M^{\mathrm{T}} =$ \underline{\hspace{2cm}}. Test an example. Under what conditions on $A,B,C,D$..."
"2303","Chapter 2: Solving Linear Equations ","Transposes and Permutations","7","True or false:"
"2315","Chapter 2: Solving Linear Equations ","Transposes and Permutations","8","Why are there $n!$ permutation matrices of order $n$?"
"2317","Chapter 2: Solving Linear Equations ","Transposes and Permutations","9","If $P_1$ and $P_2$ are permutation matrices, so is $P_1P_2$. This still has the rows of $I$ in some order. Give examples with $P_1P_2 \ne P_2P_1$ and $P_3P_4 = P_4P_3$."
"2319","Chapter 2: Solving Linear Equations ","Transposes and Permutations","10","There are 12 ``even'' permutations of $(1,2,3,4)$, with an even number of exchanges. Two of them are $(1,2,3,4)$ with no exchanges and $(4,3,2,1)$ with two exchanges. List the othe..."
"2321","Chapter 2: Solving Linear Equations ","Transposes and Permutations","11","Which permutation makes $PA$ upper triangular? Which permutations make $P_1AP_2$ lower triangular? Multiplying $A$ on the right by $P_2$ exchanges the \underline{\hspace{2cm}} of $..."
"2326","Chapter 2: Solving Linear Equations ","Transposes and Permutations","12","Explain why the dot product of $x$ and $y$ equals the dot product of $Px$ and $Py$. Then $(Px)^{\mathrm{T}}(Py) = x^{\mathrm{T}}y$ tells us that $P^{\mathrm{T}}P = I$ for any permu..."
"2328","Chapter 2: Solving Linear Equations ","Transposes and Permutations","13",""
"2334","Chapter 2: Solving Linear Equations ","Transposes and Permutations","14","If $P$ has 1's on the antidiagonal from $(1,n)$ to $(n,1)$, describe $PAP$. Note $P = P^{\mathrm{T}}$."
"2336","Chapter 2: Solving Linear Equations ","Transposes and Permutations","15","All row exchange matrices are symmetric: $P^{\mathrm{T}} = P$. Then $P^{\mathrm{T}}P = I$ becomes $P^2 = I$. Other permutation matrices may or may not be symmetric."
"2345","Chapter 2: Solving Linear Equations ","Transposes and Permutations","16","If $A = A^{\mathrm{T}}$ and $B = B^{\mathrm{T}}$, which of these matrices are \textbf{certainly symmetric}?"
"2353","Chapter 2: Solving Linear Equations ","Transposes and Permutations","17","Find 2 by 2 symmetric matrices $S = S^{\mathrm{T}}$ with these properties:"
"2360","Chapter 2: Solving Linear Equations ","Transposes and Permutations","18",""
"2367","Chapter 2: Solving Linear Equations ","Transposes and Permutations","19","Suppose $A$ is rectangular ($m$ by $n$) and $S$ is symmetric ($m$ by $m$)."
"2373","Chapter 2: Solving Linear Equations ","Transposes and Permutations","20","Factor these symmetric matrices into $S = LDL^{\mathrm{T}}$. The pivot matrix $D$ is diagonal:"
"2380","Chapter 2: Solving Linear Equations ","Transposes and Permutations","21","After elimination clears out column 1 below the first pivot, find the symmetric 2 by 2 matrix that appears in the lower right corner:"
"2389","Chapter 2: Solving Linear Equations ","Transposes and Permutations","22","Find the $PA = LU$ factorizations (and check them) for"
"2395","Chapter 2: Solving Linear Equations ","Transposes and Permutations","23","Find a 4 by 4 permutation matrix (call it $A$) that needs 3 row exchanges to reach the end of elimination. For this matrix, what are its factors $P,L,$ and $U$?"
"2397","Chapter 2: Solving Linear Equations ","Transposes and Permutations","24","Factor the following matrix into $PA = LU$. Factor it also into $A = L_1P_1U_1$ (hold the exchange of row 3 until 3 times row 1 is subtracted from row 2):"
"2402","Chapter 2: Solving Linear Equations ","Transposes and Permutations","25","Prove that the identity matrix cannot be the product of three row exchanges (or five). It can be the product of two exchanges (or four)."
"2404","Chapter 2: Solving Linear Equations ","Transposes and Permutations","26",""
"2413","Chapter 2: Solving Linear Equations ","Transposes and Permutations","27","If every row of a 4 by 4 matrix contains the numbers $0,1,2,3$ in some order, can the matrix be symmetric?"
"2415","Chapter 2: Solving Linear Equations ","Transposes and Permutations","28","Prove that no reordering of rows and reordering of columns can transpose a typical matrix. (Watch the diagonal entries.)"
"2420","Chapter 2: Solving Linear Equations ","Transposes and Permutations","29","Wires go between Boston, Chicago, and Seattle. Those cities are at voltages $x_B,x_C,x_S$. With unit resistances between cities, the currents between cities are in $y$:"
"2437","Chapter 2: Solving Linear Equations ","Transposes and Permutations","30","Producing $x_1$ trucks and $x_2$ planes needs $x_1 + 50x_2$ tons of steel, $40x_1 + 1000x_2$ pounds of rubber, and $2x_1 + 50x_2$ months of labor. If the unit costs $y_1,y_2,y_3$ a..."
"2439","Chapter 2: Solving Linear Equations ","Transposes and Permutations","31","$Ax$ gives the amounts of steel, rubber, and labor to produce $x$ in Problem 31. Find $A$. Then $Ax \cdot y$ is the \underline{\hspace{2cm}} of inputs while $x \cdot A^{\mathrm{T}}..."
"2441","Chapter 2: Solving Linear Equations ","Transposes and Permutations","32","The matrix $P$ that multiplies $(x,y,z)$ to give $(z,x,y)$ is also a rotation matrix. Find $P$ and $P^3$. The rotation axis $a = (1,1,1)$ doesn't move, it equals $Pa$. What is the ..."
"2443","Chapter 2: Solving Linear Equations ","Transposes and Permutations","33","Write $A = \begin{bmatrix}1 & 2 \\ 4 & 3\end{bmatrix}$ as the product $ES$ of an elementary row operation matrix $E$ and a symmetric matrix $S$."
"2445","Chapter 2: Solving Linear Equations ","Transposes and Permutations","34","Here is a new factorization of $A$ into $LS$: triangular (with 1's) times symmetric:"
"2451","Chapter 2: Solving Linear Equations ","Transposes and Permutations","35","A group of matrices includes $AB$ and $A^{-1}$ if it includes $A$ and $B$. ``Products and inverses stay in the group.'' Which of these sets are groups?\\"
"2458","Chapter 2: Solving Linear Equations ","Transposes and Permutations","36","A square northwest matrix $B$ is zero in the southeast corner, below the antidiagonal that connects $(1,n)$ to $(n,1)$. Will $B^{\mathrm{T}}$ and $B^2$ be northwest matrices? Will ..."
"2460","Chapter 2: Solving Linear Equations ","Transposes and Permutations","37","If you take powers of a permutation matrix $P$, why is some $P^k$ eventually equal to $I$? Find a 5 by 5 permutation $P$ so that the smallest power to equal $I$ is $P^6$."
"2462","Chapter 2: Solving Linear Equations ","Transposes and Permutations","38",""
"2468","Chapter 2: Solving Linear Equations ","Transposes and Permutations","39","Suppose $Q^{\mathrm{T}}$ equals $Q^{-1}$ (transpose equals inverse, so $Q^{\mathrm{T}}Q = I$)."
"2484","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","1","[(1)] $x + y = y + x$"
"2485","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","2","[(2)] $x + (y + z) = (x + y) + z$"
"2486","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","3","[(3)] There is a unique ``zero vector'' such that $x + 0 = x$ for all $x$"
"2487","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","4","[(4)] For each $x$ there is a unique vector $-x$ such that $x + (-x) = 0$"
"2488","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","5","[(5)] $1$ times $x$ equals $x$"
"2489","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","6","[(6)] $(c_1 c_2)x = c_1(c_2 x)$"
"2490","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","7","[(7)] $c(x + y) = cx + cy$"
"2491","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","8","[(8)] $(c_1 + c_2)x = c_1 x + c_2 x$"
"2495","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","9","Suppose $(x_1,x_2)+(y_1,y_2)$ is defined to be $(x_1+y_2,x_2+y_1)$. With the usual multiplication $cx=(cx_1,cx_2)$, which of the eight conditions are not satisfied?"
"2497","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","10","Suppose the multiplication $cx$ is defined to produce $(cx_1,0)$ instead of $(cx_1,cx_2)$. With the usual addition in $\mathbb{R}^2$, are the eight conditions satisfied?"
"2499","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","11",""
"2505","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","12","The matrix $A=\begin{bmatrix}2&-2\\2&-2\end{bmatrix}$ is a ``vector'' in the space M of all 2 by 2 matrices. Write down the zero vector in this space, the vector $\frac12 A$, and t..."
"2507","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","13","Describe a subspace of M that contains $A=\begin{bmatrix}1&0\\0&0\end{bmatrix}$ but not $B=\begin{bmatrix}0&0\\0&1\end{bmatrix}$."
"2513","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","14","The functions $f(x)=x^2$ and $g(x)=5x$ are ``vectors'' in F. This is the vector space of all real functions. (The functions are defined for $-\infty < x < \infty$.) The combination..."
"2515","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","15","Which rule is broken if multiplying $f(x)$ by $c$ gives the function $f(cx)$? Keep the usual addition, $f(x)+g(x)$."
"2517","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","16","If the sum of the ``vectors'' $f(x)$ and $g(x)$ is defined to be the function $f(g(x))$, then the ``zero vector'' is $g(x)=x$. Keep the usual scalar multiplication $cf(x)$ and find..."
"2524","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","17","One requirement can be met while the other fails. Show this by finding"
"2530","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","18","Which of the following subsets of $\mathbb{R}^3$ are actually subspaces?"
"2540","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","19","Describe the smallest subspace of the matrix space M that contains"
"2550","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","20","Let $P$ be the plane in $\mathbb{R}^3$ with equation $x+y-2z=4$. The origin $(0,0,0)$ is not in $P$! Find two vectors in $P$ and check that their sum is not in $P$."
"2552","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","21","Let $P_0$ be the plane through $(0,0,0)$ parallel to the previous plane $P$. What is the equation for $P_0$? Find two vectors in $P_0$ and check that their sum is in $P_0$."
"2554","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","22","The subspaces of $\mathbb{R}^3$ are planes, lines, $\mathbb{R}^3$ itself, or $\mathbb{Z}$ containing only $(0,0,0)$."
"2560","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","23",""
"2567","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","24","Suppose P is a plane through $(0,0,0)$ and L is a line through $(0,0,0)$. The smallest vector space containing both P and L is either \underline{\hspace{2cm}} or \underline{\hspace..."
"2569","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","25",""
"2575","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","26","True or false (check addition in each case by example):"
"2587","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","27","Describe the column spaces (lines or planes) of these particular matrices:"
"2594","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","28","For which right sides (find a condition on $b_1,b_2,b_3$) are these systems solvable?"
"2600","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","29","Adding row 1 of $A$ to row 2 produces $B$. Adding column 1 to column 2 produces $C$. A combination of the columns of ($B$ or $C$?) is also a combination of the columns of $A$. Whic..."
"2607","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","30","For which vectors $(b_1,b_2,b_3)$ do these systems have a solution?"
"2620","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","31","(Recommended) If we add an extra column $b$ to a matrix $A$, then the column space gets larger unless \underline{\hspace{4cm}}. Give an example where the column space gets larger a..."
"2622","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","32","The columns of $AB$ are combinations of the columns of $A$. This means: \textit{The column space of $AB$ is contained in} (possibly equal to) \textit{the column space of $A$}. Give..."
"2624","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","33","Suppose $Ax = b$ and $Ay = b^*$ are both solvable. Then $Az = b + b^*$ is solvable. What is $z$? This translates into: If $b$ and $b^*$ are in the column space $C(A)$, then $b + b^..."
"2626","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","34","If $A$ is any 5 by 5 invertible matrix, then its column space is \underline{\hspace{3cm}}. Why?"
"2628","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","35","True or false (with a counterexample if false):"
"2636","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","36","Construct a 3 by 3 matrix whose column space contains $(1,1,0)$ and $(1,0,1)$ but not $(1,1,1)$. Construct a 3 by 3 matrix whose column space is only a line."
"2638","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","37","If the 9 by 12 system $Ax = b$ is solvable for every $b$, then $C(A) =$ \underline{\hspace{3cm}}."
"2643","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","38","Suppose $S$ and $T$ are two subspaces of a vector space $V$."
"2649","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","39","If $S$ is the column space of $A$ and $T$ is $C(B)$, then $S+T$ is the column space of what matrix $M$? The columns of $A$ and $B$ and $M$ are all in $\mathbb{R}^m$. (I don't think..."
"2651","Chapter 3: Vector Spaces and Subspaces","Spaces of Vectors","40","Show that the matrices $A$ and $\begin{bmatrix}A & AB\end{bmatrix}$ (with extra columns) have the same column space. But find a square matrix with $C(A^2)$ smaller than $C(A)$. \\I..."
"2656","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","1","Reduce $A$ and $B$ to their triangular echelon forms $U$. Which variables are free?"
"2670","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","2","For the matrices in Problem 1, find a special solution for each free variable. (Set the free variable to 1. Set the other free variables to zero.)"
"2672","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","3","By further row operations on each $U$ in Problem 1, find the reduced echelon form $R$. True or false with a reason: The nullspace of $R$ equals the nullspace of $U$."
"2674","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","4","For the same $A$ and $B$, find the special solutions to $Ax = 0$ and $Bx = 0$. For an $m$ by $n$ matrix, the number of pivot variables plus the number of free variables is \underli..."
"2690","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","5","True or false (with reason if true or example to show it is false):"
"2698","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","6","Put as many 1's as possible in a 4 by 7 echelon matrix $U$ whose pivot columns are"
"2705","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","7","Put as many 1's as possible in a 4 by 8 \textit{reduced} echelon matrix $R$ so that the free columns are"
"2711","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","8","Suppose column 4 of a 3 by 5 matrix is all zero. Then $x_4$ is certainly a \underline{\hspace{2cm}} variable. The special solution for this variable is the vector $x = $ \underline..."
"2713","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","9","Suppose the first and last columns of a 3 by 5 matrix are the same (not zero). Then \underline{\hspace{2cm}} is a free variable. Find the special solution for this variable."
"2715","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","10","Suppose an $m$ by $n$ matrix has $r$ pivots. The number of special solutions is \underline{\hspace{2cm}}. The nullspace contains only $x = 0$ when $r = $ \underline{\hspace{2cm}}. ..."
"2717","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","11","The nullspace of a 5 by 5 matrix contains only $x = 0$ when the matrix has \underline{\hspace{2cm}} pivots. The column space is $\mathbb{R}^5$ when there are \underline{\hspace{2cm..."
"2719","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","12","The equation $x - 3y - z = 0$ determines a plane in $\mathbb{R}^3$. What is the matrix $A$ in this equation? Which variables are free? The special solutions are \underline{\hspace{..."
"2721","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","13","(Recommended) The plane $x - 3y - z = 12$ is parallel to $x - 3y - z = 0$. One particular point on this plane is $(12, 0, 0)$. All points on the plane have the form"
"2730","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","14","Suppose column 1 + column 3 + column 5 = 0 in a 4 by 4 matrix with four pivots. Which column has no pivot? What is the special solution? Describe $N(A)$."
"2736","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","15","Construct a matrix for which $N(A) =$ all combinations of $(2, 2, 1, 0)$ and $(3, 1, 0, 1)$."
"2738","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","16","Construct $A$ so that $N(A) =$ all multiples of $(4, 3, 2, 1)$. Its rank is \underline{\hspace{2cm}}."
"2740","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","17","Construct a matrix whose column space contains $(1, 1, 5)$ and $(0, 3, 1)$ and whose nullspace contains $(1, 1, 2)$."
"2742","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","18","Construct a matrix whose column space contains $(1, 1, 0)$ and $(0, 1, 1)$ and whose nullspace contains $(1, 0, 1)$ and $(0, 0, 1)$."
"2744","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","19","Construct a matrix whose column space contains $(1, 1, 1)$ and whose nullspace is the line of multiples of $(1, 1, 1, 1)$."
"2746","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","20","Construct a 2 by 2 matrix whose nullspace equals its column space. This is possible."
"2748","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","21","Why does no 3 by 3 matrix have a nullspace that equals its column space?"
"2750","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","22","If $AB = 0$ then the column space of $B$ is contained in the \underline{\hspace{2cm}} of $A$. Why?"
"2752","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","23","The reduced form $R$ of a 3 by 3 matrix with randomly chosen entries is almost sure to be \underline{\hspace{2cm}}. What $R$ is virtually certain if the random $A$ is 4 by 3?"
"2754","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","24","Show by example that these three statements are generally false:"
"2763","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","25","If $N(A) =$ all multiples of $x = (2, 1, 0, 1)$, what is $R$ and what is its rank?"
"2765","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","26","If the special solutions to $Rx = 0$ are in the columns of these nullspace matrices $N$, go backward to find the nonzero rows of the reduced matrices $R$:"
"2772","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","27",""
"2778","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","28","Explain why $A$ and $-A$ always have the same reduced echelon form $R$."
"2780","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","29","If $A$ is 4 by 4 and invertible, describe the nullspace of the 4 by 8 matrix $B = [A\ A]$."
"2782","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","30","How is the nullspace $N(C)$ related to the spaces $N(A)$ and $N(B)$, if $C = \begin{bmatrix} A \\ B \end{bmatrix}$?"
"2784","Chapter 3: Vector Spaces and Subspaces","The Nullspace of $A$ : Solving $Ax=0$ and $Rx=0$","31","Find the reduced row echelon forms $R$ and the rank of these matrices:"
